gene_claim_name	gene_name	entrez_id	gene_claim_source
ENSG00000172828	CES3	23491	RussLampel
ENSG00000207312	RNU6-429P	106479755	Ensembl
1028	SLC22A9	114571	GuideToPharmacologyGenes
HMGA2	HMGA2	8091	GO
ENSG00000214860	EVPLL	645027	Ensembl
ENSG00000172410	INSL5	10022	Ensembl
ENSG00000232600	TONSL-AS1	100287098	Ensembl
ENSG00000174808	BTC	685	HingoraniCasas
1979	CDK7	1022	GuideToPharmacologyInteractions
ENSG00000226428	RPL15P13	100131338	Ensembl
ENSG00000189068	VSTM1	284415	Ensembl
ENSG00000237700	PRAMEF33	645382	Ensembl
ENSG00000270753			Ensembl
ENSG00000213417	KRTAP2-4	85294	Ensembl
CRBN	CRBN	51185	CIViC
ENSG00000211997	MIR708	100126333	Ensembl
ENSG00000224271			Ensembl
ENSG00000127995	CASD1	64921	Ensembl
ENSG00000146469	VIP	7432	HingoraniCasas
ENSG00000243374	RN7SL72P	106480941	Ensembl
ENSG00000168621	GDNF	2668	HingoraniCasas
PTPRK	PTPRK	5796	GO
ENSG00000000971	CFH	3075	Ensembl
ENSG00000260213			Ensembl
ENSG00000007376	RPUSD1	113000	Ensembl
ENSG00000268117	VN1R84P	100312829	Ensembl
HCRTR2	HCRTR2	3062	ChemblInteractions
ENSG00000277150	F8A3	474384	Ensembl
ENSG00000260307			Ensembl
ENSG00000120697	ALG5	29880	Ensembl
984	SLC15A1	6564	GuideToPharmacologyGenes
ENSG00000261848			Ensembl
ENSG00000145451	GLRA3	8001	HingoraniCasas
ENSG00000204414	CSHL1	1444	HingoraniCasas
ENSG00000263742	MIR3165	100422953	Ensembl
ENSG00000186795	KCNK18	338567	Ensembl
MT1IP	MT1IP	644314	NCI
ENSG00000205885	C1RL-AS1	283314	Ensembl
IGF1R	IGF1R	3480	MyCancerGenome
ENSG00000273730	RNA5-8SN3	109910381	Ensembl
O14764	GABRD	2563	TEND
ENSG00000266416			Ensembl
ENSG00000184319	RPL23AP82	284942	Ensembl
ENSG00000135047	CTSL	1514	RussLampel
SLC15A1	SLC15A1	6564	NCI
Q9UHC9	NPC1L1	29881	TdgClinicalTrial
SMO	SMO	6608	CGI
ENSG00000224035	SFPQP1	23758	Ensembl
PRKN	PRKN	5071	GO
ENSG00000211677	IGLC2	3538	HingoraniCasas
ENSG00000224015			Ensembl
DUPD1	DUPD1	338599	GO
ENSG00000234031	RPS3AP44	646527	Ensembl
ENSG00000224964	TRAPPC2P3	27195	Ensembl
ENSG00000198648	STK39	27347	HingoraniCasas
ENSG00000238217	LINC01877	101927641	Ensembl
ENSG00000153832	FBXO36	130888	Ensembl
ENSG00000278237			Ensembl
ENSG00000162735	PEX19	5824	Ensembl
ENSG00000276664			Ensembl
ENSG00000037749	MFAP3	4238	Ensembl
ENSG00000269504			Ensembl
ENSG00000151690	MFSD6	54842	RussLampel
ENSG00000108602	ALDH3A1	218	HingoraniCasas
ENSG00000152359	POC5	134359	Ensembl
GNAQ	GNAQ	2776	CIViC
ENSG00000203688	LINC02487	441178	Ensembl
ENSG00000274467	RNA5SP257	100873511	Ensembl
ENSG00000278615	C11ORF98	102288414	Ensembl
ENSG00000215580	BCORP1	286554	Ensembl
544	KCNA7	3743	GuideToPharmacologyGenes
ENSG00000169495	HTRA4	203100	Ensembl
ENSG00000263815	RN7SL426P	106481842	Ensembl
ENSG00000243725	TTC4	7268	Ensembl
ENSG00000064419	TNPO3	23534	Ensembl
ENSG00000235717	DPP10-AS2	106478969	Ensembl
ENSG00000184669	OR7E14P	10819	Ensembl
ENSG00000260087	PCMTD1P2	100287647	Ensembl
ENSG00000242732	RTL5	340526	Ensembl
ENSG00000255769	GOLGA2P10	80154	Ensembl
ENSG00000231200	LINC01830	105374322	Ensembl
ENSG00000158987	RAPGEF6	51735	Ensembl
639	HMGCR	3156	GuideToPharmacologyInteractions
PLA2G7	PLA2G7	7941	NCI
ENSG00000107984	DKK1	22943	HingoraniCasas
SLC10A7	SLC10A7	84068	GO
ENSG00000240416	CYCSP20	349158	Ensembl
ENSG00000076351	SLC46A1	113235	Ensembl
ADAMTS8	ADAMTS8	11095	GO
ENSG00000268994	FAM236B	100132304	Ensembl
ENSG00000269933			Ensembl
P30988	RAMP1	10267	TEND
ENSG00000196135			RussLampel
ENSG00000173578	XCR1	2829	RussLampel
ENSG00000215840			Ensembl
ENSG00000197971	MBP	4155	Ensembl
ENSG00000275194			Ensembl
ENSG00000123870	ZNF137P	7696	Ensembl
ENSG00000231827			Ensembl
ENSG00000118514	ALDH8A1	64577	Ensembl
ENSG00000258995	PARP1P2	145	Ensembl
CDK3	CDK3	1018	ClearityFoundationClinicalTrial
ENSG00000200247	RNU6-254P	106479679	Ensembl
ENSG00000102699	PARP4	143	Ensembl
ENSG00000261613			Ensembl
2008	DSTYK	25778	GuideToPharmacologyGenes
ENSG00000274732	LINC00901	100506724	Ensembl
ENSG00000276509			Ensembl
2724	BRD1	23774	GuideToPharmacologyInteractions
P29371	TACR3	6870	TdgClinicalTrial
ENSG00000248773			Ensembl
ENSG00000268235	TCP11X1	100996631	Ensembl
ENSG00000162391	FAM151A	338094	Ensembl
ENSG00000252371	RNU6-725P	106481408	Ensembl
ENSG00000177728	TMEM94	9772	Ensembl
ENSG00000278113			Ensembl
ENSG00000164741	DLC1	10395	Ensembl
2800	PRKDC	5591	GuideToPharmacologyInteractions
ENSG00000249092			Ensembl
ENSG00000014216	CAPN1	823	Ensembl
ENSG00000230729			Ensembl
ENSG00000283343	MIR4320	100422865	Ensembl
ENSG00000241550	RN7SL41P	106480933	Ensembl
ENSG00000099956	SMARCB1	6598	Ensembl
ENSG00000207442	SNORD116-6	100033418	Ensembl
ENSG00000234165			Ensembl
ENSG00000171914	TLN2	83660	Ensembl
Q9Y478	PRKAB1	5564	TdgClinicalTrial
ENSG00000173452	TMEM196	256130	Ensembl
ENSG00000187498	COL4A1	1282	Ensembl
ENSG00000112175	BMP5	653	Ensembl
ENSG00000175470	PPP2R2D	55844	Ensembl
ENSG00000135480	KRT7	3855	Ensembl
ENSG00000228754	RPL13AP19	100132924	Ensembl
1549	CSNK2A1	1457	GuideToPharmacologyInteractions
ENSG00000105835	NAMPT	10135	Ensembl
ENSG00000101200	AVP	551	Ensembl
ENSG00000236901	MIR600HG	81571	Ensembl
ENSG00000212232	SNORD17	692086	Ensembl
ENSG00000165841	CYP2C19	1557	RussLampel
ADCK1	ADCK1	57143	GO
ENSG00000223492			Ensembl
ENSG00000222398	RNU6-554P	106479812	Ensembl
ENSG00000151025	GPR158	57512	RussLampel
ENSG00000235292			Ensembl
ENSG00000232389			Ensembl
MOS	MOS	4342	BaderLabGenes
ENSG00000259082	LINC02314	100507277	Ensembl
ENSG00000279147			Ensembl
ENSG00000143341	HMCN1	83872	HingoraniCasas
FGF19	FGF19	9965	FoundationOneGenes
ENSG00000151923	TIAL1	7073	Ensembl
ENSG00000260738	LINC00554	100861542	Ensembl
ENSG00000262919	CCNQ	92002	Ensembl
ENSG00000249948	GBA3	57733	Ensembl
ENSG00000250794	ALG1L12P	100421097	Ensembl
ENSG00000276023	DUSP14	11072	Ensembl
ENSG00000107821	KAZALD1	81621	HingoraniCasas
ENSG00000230371	KARSP2	100419560	Ensembl
ENSG00000241593			Ensembl
ENSG00000131355	ADGRE3	84658	HingoraniCasas
ENSG00000260229			Ensembl
ENSG00000262302			Ensembl
ENSG00000240440			Ensembl
ENSG00000069849	ATP1B3	483	Ensembl
586	SCN11A	11280	GuideToPharmacologyGenes
ENSG00000100532	CGRRF1	10668	Ensembl
TTDC00193	NPY1R	4886	TTD
ENSG00000006606	CCL26	10344	HingoraniCasas
ENSG00000257129			Ensembl
ENSG00000268067	OR5AH1P	79336	Ensembl
ENSG00000183077	AFMID	125061	Ensembl
ENSG00000280320			Ensembl
ENSG00000234632	NECAP1P2	106479026	Ensembl
ENSG00000138735	PDE5A	8654	HingoraniCasas
ENSG00000203805	PLPP4	196051	Ensembl
ENSG00000260357	DNM1P34	729809	Ensembl
IHH	IHH	3549	GO
ENSG00000279719			Ensembl
ENSG00000138684	IL21	59067	HingoraniCasas
ENSG00000179935	LINC00652	29075	Ensembl
ENSG00000205795	CYS1	192668	Ensembl
ENSG00000259500	KRT8P24	729344	Ensembl
MAP2	MAP2	4133	NCI
TJP1	TJP1	7082	NCI
ENSG00000156970	BUB1B	701	HingoraniCasas
ENSG00000212215	RNU6-913P	106481467	Ensembl
P31641	SLC6A6	6533	HopkinsGroom
ENSG00000234234	MTCO2P8	107075146	Ensembl
ENSG00000059915	PSD	5662	Ensembl
ENSG00000256013			Ensembl
ENSG00000115252	PDE1A	5136	RussLampel
ENSG00000235430	ZSWIM5P1	100130110	Ensembl
O14983	ATP2A1	487	HopkinsGroom
ENSG00000075151	EIF4G3	8672	Ensembl
ENSG00000202216	SNORA17A	677804	Ensembl
ENSG00000099769	IGFALS	3483	Ensembl
ENSG00000277246			Ensembl
ENSG00000255546			Ensembl
ENSG00000171889	MIR31HG	554202	Ensembl
ARC	ARC	23237	GO
ENSG00000133597	ADCK2	90956	Ensembl
ENSG00000069535	MAOB	4129	RussLampel
ENSG00000173714	WFIKKN2	124857	HingoraniCasas
ENSG00000230213	OR8V1P	282776	Ensembl
FAM155A	FAM155A	728215	GO
ENSG00000159592	GPBP1L1	60313	Ensembl
ENSG00000249917	LINC00536	100859921	Ensembl
26687	OR4E1	26687	dGene
ENSG00000027075	PRKCH	5583	RussLampel
ENSG00000162490	DRAXIN	374946	Ensembl
ENSG00000196139	AKR1C3	8644	Ensembl
ENSG00000207392	SNORA20	677806	Ensembl
ENSG00000236861			Ensembl
ENSG00000137955	RABGGTB	5876	RussLampel
COX15	COX15	1355	GO
ENSG00000173214	MFSD4B	91749	Ensembl
ENSG00000255518			Ensembl
ENSG00000196597	ZNF782	158431	Ensembl
ENSG00000281899			Ensembl
ENSG00000167601	AXL	558	HingoraniCasas
ENSG00000232461			Ensembl
ENSG00000249633	OR52V1P	81242	Ensembl
BTK	BTK	695	CGI
ENSG00000071189	SNX13	23161	Ensembl
RUNX2	RUNX2	860	NCI
ENSG00000267496	FAM215A	23591	Ensembl
ENSG00000185022	MAFF	23764	Ensembl
ENSG00000239311			Ensembl
57448	BIRC6	57448	dGene
ENSG00000252815	RNU6-410P	106481893	Ensembl
ENSG00000211864	TRAJ25	28730	Ensembl
ENSG00000110723	EXPH5	23086	Ensembl
ENSG00000260603			Ensembl
ENSG00000199104	MIR346	442911	Ensembl
GBA	GBA	2629	GO
NYX	NYX	60506	GO
ENSG00000149930	TAOK2	9344	Ensembl
ENSG00000249661	TNRC18P1	644962	Ensembl
ENSG00000124568	SLC17A1	6568	RussLampel
RB1	RB1	5925	NCI
ENSG00000229891	LINC01315	102723775	Ensembl
7980	TFPI2	7980	dGene
ENSG00000226671			Ensembl
ENSG00000160789	LMNA	4000	Ensembl
ENSG00000254009	IGKV2D-38	28879	Ensembl
ENSG00000004975	DVL2	1856	Ensembl
ENSG00000250582	SMAD1-AS2	101927659	Ensembl
ENSG00000224731			Ensembl
ENSG00000235822	LINC01073	107080623	Ensembl
ENSG00000166091	CMTM5	116173	Ensembl
ENSG00000133067	LGR6	59352	HingoraniCasas
ENSG00000266354	MIR4776-2	100616472	Ensembl
ENSG00000249619	HMGN1P13	100874439	Ensembl
ENSG00000140107	SLC25A47	283600	Ensembl
ENSG00000008086	CDKL5	6792	RussLampel
ENSG00000230001			Ensembl
ENSG00000236301	MRGPRG-AS1	283303	Ensembl
ENSG00000227097	RPS28P7	646195	Ensembl
ENSG00000239494	RN7SL333P	106481014	Ensembl
ENSG00000250927	MESTP3	645641	Ensembl
CAPN14	CAPN14	440854	GO
ENSG00000185745	IFIT1	3434	HingoraniCasas
ENSG00000242995			Ensembl
ENSG00000171303	KCNK3	3777	Ensembl
A6NM03	OR2AG2	338755	HopkinsGroom
ENSG00000222726	RNU2-7P	100873824	Ensembl
ENSG00000257643			Ensembl
ENSG00000143776	CDC42BPA	8476	Ensembl
ENSG00000018625	ATP1A2	477	RussLampel
Q9Y2E5	MAN2B2	23324	HopkinsGroom
2275	VRK1	7443	GuideToPharmacologyGenes
ENSG00000200327	RNA5SP62	100873297	Ensembl
ENSG00000049618	ARID1B	57492	Ensembl
NALCN	NALCN	259232	GO
ENSG00000232273	FTH1P1	2496	Ensembl
ENSG00000125735	TNFSF14	8740	HingoraniCasas
ENSG00000180537	RNF182	221687	Ensembl
ENSG00000167528	ZNF641	121274	Ensembl
ENSG00000239221	RN7SL442P	106481043	Ensembl
ENSG00000121871	SLITRK3	22865	Ensembl
ENSG00000260238	PMF1-BGLAP	100527963	Ensembl
ENSG00000240065	PSMB9	5698	HingoraniCasas
ENSG00000126705	AHDC1	27245	Ensembl
ENSG00000226887	ERVMER34-1	100288413	Ensembl
ENSG00000206762	RNU6-418P	106481310	Ensembl
ENSG00000204922	UQCC3	790955	HingoraniCasas
ENSG00000272070			Ensembl
ENSG00000236609	ZNF853	54753	Ensembl
ENSG00000198271	KRTAP4-5	85289	Ensembl
SMO	SMO	6608	MskImpact
PTP4A3	PTP4A3	11156	CIViC
ENSG00000164414	SLC35A1	10559	Ensembl
ENSG00000267027			Ensembl
ENSG00000118680	MYL12B	103910	Ensembl
ENSG00000176153	GPX2	2877	RussLampel
ENSG00000235201			Ensembl
ENSG00000254325			Ensembl
CBL	CBL	867	FoundationOneGenes
ENSG00000259245			Ensembl
ENSG00000230373	GOLGA6L5P	374650	Ensembl
ENSG00000116161	CACYBP	27101	Ensembl
ENSG00000145675	PIK3R1	5295	Ensembl
2240	TESK2	10420	GuideToPharmacologyGenes
ENSG00000250413			Ensembl
ENSG00000255127			Ensembl
ENSG00000134602	STK26	51765	Ensembl
ENSG00000259821			Ensembl
EPHB1	EPHB1	2047	FoundationOneGenes
ENSG00000254126	CD8B2	927	Ensembl
ENSG00000283473	FAM240A	100132146	Ensembl
ENSG00000243273			Ensembl
ENSG00000257235			Ensembl
ENSG00000166863	TAC3	6866	Ensembl
2331	BACE2	25825	GuideToPharmacologyInteractions
ENSG00000249854	CDH18-AS1	102725105	Ensembl
ENSG00000240459			Ensembl
ENSG00000264570			Ensembl
ENSG00000140538	NTRK3	4916	Ensembl
ENSG00000211899	IGHM	3507	HingoraniCasas
280664	WFDC10B	280664	dGene
TAS2R9	TAS2R9	50835	GO
ENSG00000162851	TFB2M	64216	Ensembl
ENSG00000266900			Ensembl
ENSG00000206142			Ensembl
ENSG00000229017	LINC01277	100507489	Ensembl
Q92887	ABCC2	1244	TEND
ENSG00000239005	SNORA78	677844	Ensembl
ENSG00000199059	MIR135B	442891	Ensembl
ENSG00000138346	DNA2	1763	Ensembl
ENSG00000121281	ADCY7	113	Ensembl
BDCA2	CLEC4C	170482	ChemblInteractions
ENSG00000254064			Ensembl
ENSG00000249302	FTH1P24	100462797	Ensembl
ENSG00000104408	EIF3E	3646	Ensembl
Q9NZ42	PSENEN	55851	TdgClinicalTrial
OR2V2	OR2V2	285659	GO
ENSG00000212605	RNU1-56P	106480165	Ensembl
ENSG00000075240	GRAMD4	23151	Ensembl
ENSG00000169429	CXCL8	3576	HingoraniCasas
ENSG00000270243			Ensembl
MBP	MBP	4155	NCI
ENSG00000262048			Ensembl
ENSG00000153495	TEX29	121793	Ensembl
ENSG00000067840	PDZD4	57595	Ensembl
ENSG00000197046	SIGLEC15	284266	Ensembl
CSF1R	CSF1R	1436	ClearityFoundationClinicalTrial
ENSG00000230668			Ensembl
P00439	PAH	5053	HopkinsGroom
ENSG00000268439	EMG1	10436	Ensembl
ENSG00000259165			Ensembl
ENSG00000072110	ACTN1	87	Ensembl
ENSG00000170871	KIAA0232	9778	Ensembl
ENSG00000220514	MTND4LP20	107075242	Ensembl
LIPA	LIPA	3988	NCI
ENSG00000243954	RN7SL743P	106479492	Ensembl
ENSG00000122136	OBP2A	29991	Ensembl
ENSG00000011052	NME1-NME2	654364	Ensembl
ENSG00000268555			Ensembl
ENSG00000260278			Ensembl
ENSG00000099995	SF3A1	10291	Ensembl
ENSG00000171815	PCDHB1	29930	Ensembl
P49238	CX3CR1	1524	HopkinsGroom
ENSG00000249307	LINC01088	100505875	Ensembl
ENSG00000204366	ZBTB12	221527	Ensembl
ENSG00000263860			Ensembl
ENSG00000250687			Ensembl
ENSG00000252377	RNU6-504P	106481340	Ensembl
NAC1	SCN1A	6323	ChemblInteractions
ENSG00000265217			Ensembl
1359	CPA3	1359	dGene
ENSG00000199197	RN7SKP72	106481748	Ensembl
POLE2	POLE2	5427	GO
ENSG00000150782	IL18	3606	Ensembl
ENSG00000206727	SNORD116-9	100033421	Ensembl
ENSG00000229478	ROBO2P1	106480790	Ensembl
ENSG00000204632	HLA-G	3135	HingoraniCasas
DUSP15	DUSP15	128853	GO
LIPE	LIPE	3991	NCI
ENSG00000254115			Ensembl
ENSG00000197782	ZNF780A	284323	Ensembl
CACNA2D2	CACNA2D2	9254	GO
ENSG00000237273	RSL24D1P8	100462809	Ensembl
ENSG00000265531	FCGR1CP	100132417	Ensembl
ENSG00000085365	SCAMP1	9522	Ensembl
ENSG00000241475			Ensembl
ENSG00000259947	LINC02124	105371048	Ensembl
ENSG00000231293	RPL36AP6	641556	Ensembl
728	GJA1	2697	GuideToPharmacologyInteractions
Q8NET8	TRPV3	162514	TEND
ENSG00000168874	ATOH8	84913	Ensembl
ENSG00000054219	LY75	4065	HingoraniCasas
NMRK1	NMRK1	54981	GO
ENSG00000233900	RPL17P35	100271284	Ensembl
ENSG00000199809	RNA5SP374	100873632	Ensembl
PAX8	PAX8	7849	GO
ENSG00000160221	C21ORF33	8209	Ensembl
ENSG00000275443			Ensembl
ENSG00000264359	NEK4P2	100421734	Ensembl
ENSG00000196557	CACNA1H	8912	RussLampel
ENSG00000201619	SNORA67	26781	Ensembl
ENSG00000119408	NEK6	10783	HingoraniCasas
ENSG00000180011	ZADH2	284273	RussLampel
ENSG00000238551	RNU6-1193P	106481556	Ensembl
Q15743	GPR68	8111	HopkinsGroom
ENSG00000278048			Ensembl
ENSG00000234941			Ensembl
ENSG00000255503			Ensembl
ENSG00000266709			Ensembl
ENSG00000206717			Ensembl
ENSG00000251168			Ensembl
SLC13A3	SLC13A3	64849	GO
ENSG00000070731	ST6GALNAC2	10610	Ensembl
ENSG00000095585	BLNK	29760	Ensembl
ENSG00000260472			Ensembl
ENSG00000259432			Ensembl
ENSG00000162877	PM20D1	148811	RussLampel
ENSG00000283271			Ensembl
684	ASIC1	41	GuideToPharmacologyInteractions
ENSG00000172432	GTPBP2	54676	Ensembl
TRPC1	TRPC1	7220	NCI
ENSG00000213030	CGB8	94115	HingoraniCasas
DUSP8	DUSP8	1850	GO
ENSG00000236985			Ensembl
ENSG00000155744	FAM126B	285172	Ensembl
ENSG00000186977	KRTAP19-5	337972	Ensembl
ENSG00000263979	MIR4672	100616429	Ensembl
ENSG00000105397	TYK2	7297	Ensembl
ENSG00000184194	GPR173	54328	RussLampel
ENSG00000130529	TRPM4	54795	Ensembl
645836	USP17L3	645836	dGene
GSK3B	GSK3B	2932	TALC
ENSG00000222107	RN7SKP117	106479147	Ensembl
390197	OR4D10	390197	dGene
ENSG00000250292			Ensembl
ENSG00000254458			Ensembl
ENSG00000083312	TNPO1	3842	Ensembl
138804	OR13C4	138804	dGene
1805	KIT	3815	GuideToPharmacologyInteractions
ENSG00000187758	ADH1A	124	HingoraniCasas
RB1	RB1	5925	GO
ENSG00000206144			Ensembl
ENSG00000218536			Ensembl
ENSG00000230069	LRRC37A15P	106481796	Ensembl
ANAPC11	ANAPC11	51529	GO
ENSG00000229027	HSFY1P1	27437	Ensembl
ENSG00000137335	ABCF1	23	RussLampel
2704	DCK	1633	GuideToPharmacologyGenes
TTDC00137	CDH2	1000	TTD
ENSG00000237743	FBP2P1	100420269	Ensembl
ENSG00000227321	MTND4P15	100873240	Ensembl
ENSG00000105255	FSD1	79187	Ensembl
GPRC2A	CASR	846	ChemblInteractions
ENSG00000274617			Ensembl
ENSG00000225427	LINC00331	100874126	Ensembl
ENSG00000207750	MIR553	693138	Ensembl
ENSG00000177202	SPACA4	171169	Ensembl
ENSG00000234215			Ensembl
ENSG00000238275	HOMER2P2	317769	Ensembl
ENSG00000180644	PRF1	5551	HingoraniCasas
ENSG00000249465	RBMXP4	100132580	Ensembl
ENSG00000140678	ITGAX	3687	HingoraniCasas
ENSG00000159217	IGF2BP1	10642	Ensembl
ENSG00000229808			Ensembl
ENSG00000248560			Ensembl
RIPK1	RIPK1	8737	NCI
OR6T1	OR6T1	219874	GO
ENSG00000229500	RPL17P1	140748	Ensembl
ENSG00000228951			Ensembl
ENSG00000117528	ABCD3	5825	RussLampel
ENSG00000213100	KRT18P68	139060	Ensembl
ENSG00000186063	AIDA	64853	Ensembl
ENSG00000199354	RNA5SP273	100873526	Ensembl
ENSG00000243844			Ensembl
ENSG00000270699			Ensembl
ENSG00000259203			Ensembl
P41143	OPRD1	4985	TEND
ENSG00000278921	EPB41L4A-AS2	54508	Ensembl
ENSG00000111269	CREBL2	1389	Ensembl
IKZF1	IKZF1	10320	CKB
HBEGF	HBEGF	1839	NCI
ENSG00000226781	TBCAP1	494540	Ensembl
VEGFA	VEGFA	7422	CGI
ENSG00000007174	DNAH9	1770	Ensembl
ENSG00000267651			Ensembl
CR1	CR1	1378	GO
1473	CST5	1473	dGene
ENSG00000186803	IFNA10	3446	HingoraniCasas
ENSG00000144231	POLR2D	5433	Ensembl
ENSG00000259630			Ensembl
ENSG00000173041	ZNF680	340252	Ensembl
ENSG00000257604			Ensembl
ENSG00000260726			Ensembl
ENSG00000258399			Ensembl
ENSG00000100078	PLA2G3	50487	HingoraniCasas
ENSG00000249192	MTND3P25	107075297	Ensembl
ENSG00000261348	LINC02136	105371333	Ensembl
ENSG00000259399	TGIF2-C20ORF24	100527943	Ensembl
ENSG00000259782			Ensembl
ENSG00000237004	ZNRF2P1	441208	Ensembl
ENSG00000215223	CYP51A1P3	100422264	Ensembl
ENSG00000261778			Ensembl
ENSG00000126231	PROZ	8858	RussLampel
ENSG00000239030	RNU6-956P	106480404	Ensembl
Q00534	CDK6	1021	TdgClinicalTrial
2429	USP14	9097	GuideToPharmacologyInteractions
PTH2R	PTH2R	5746	GO
ENSG00000226434			Ensembl
ENSG00000248486	LINC02149	101929454	Ensembl
ENSG00000198703	OR10R3P	391110	RussLampel
ENSG00000054392	HHAT	55733	Ensembl
ENSG00000228634			Ensembl
ENSG00000223427			Ensembl
ENSG00000231158	PTP4A1P1	100421652	Ensembl
ENSG00000261221	ZNF865	100507290	Ensembl
ENSG00000271304			Ensembl
ENSG00000267090			Ensembl
ENSG00000075218	GTSE1	51512	Ensembl
ENSG00000125879	OTOR	56914	Ensembl
ENSG00000102931	ARL2BP	23568	Ensembl
1578	XPNPEP1	7511	GuideToPharmacologyInteractions
ADAM2	ADAM2	2515	GO
ENSG00000150347	ARID5B	84159	Ensembl
ENSG00000160345	C9ORF116	138162	Ensembl
ENSG00000234324			Ensembl
ENSG00000229742			Ensembl
ENSG00000240720	LRRD1	401387	Ensembl
ENSG00000257114	LINC02450	105369739	Ensembl
ENSG00000079387	SENP1	29843	Ensembl
P18089	ADRA2B	151	TEND
ENSG00000175482	POLD4	57804	Ensembl
GRM1	GRM1	2911	GO
P51679	CCR4	1233	HopkinsGroom
ENSG00000180257	ZNF816	125893	Ensembl
Q8NGY5	OR6N1	128372	HopkinsGroom
ENSG00000188372	ZP3	7784	Ensembl
ENSG00000137502	RAB30	27314	Ensembl
ENSG00000241794	SPRR2A	6700	Ensembl
ABL1	ABL1	25	FoundationOneGenes
ENSG00000167508	MVD	4597	HingoraniCasas
ENSG00000185031	SLC2A3P2	391045	Ensembl
ENSG00000160949	TONSL	4796	Ensembl
ENSG00000266003			Ensembl
ENSG00000176895	OR51A7	119687	RussLampel
ENSG00000224729	PCOLCE-AS1	100129845	Ensembl
ENSG00000184887	BTBD6	90135	Ensembl
ENSG00000280016			Ensembl
Q9BY15	ADGRE3	84658	HopkinsGroom
FAM26D	CALHM4	221301	GO
ENSG00000272769			Ensembl
ATP6V1C1	ATP6V1C1	528	GO
ENSG00000278610			Ensembl
ENSG00000109472	CPE	1363	HingoraniCasas
ATP8B2	ATP8B2	57198	GO
ENSG00000178342	KCNG2	26251	RussLampel
ENSG00000150630	VEGFC	7424	HingoraniCasas
892	SLC7A2	6542	GuideToPharmacologyGenes
ENSG00000164219	PGGT1B	5229	HingoraniCasas
ENSG00000135045	C9ORF40	55071	Ensembl
ENSG00000258904			Ensembl
ENSG00000177519	RPRM	56475	Ensembl
Q9UQD0	SCN8A	6334	HopkinsGroom
ENSG00000262090			Ensembl
ENSG00000189393	FAM90A14P	645651	Ensembl
ENSG00000224973	LARGE-AS1	100506195	Ensembl
ENSG00000213937	CLDN9	9080	Ensembl
Q8NEC5	CATSPER1	117144	HopkinsGroom
ENSG00000085563	ABCB1	5243	HingoraniCasas
ENSG00000009724	MASP2	10747	RussLampel
ENSG00000256343			Ensembl
ENSG00000279140			Ensembl
ENSG00000158764	ITLN2	142683	Ensembl
OXGR1	OXGR1	27199	GO
ENSG00000164045	CDC25A	993	HingoraniCasas
ENSG00000248313	CYP4F27P	107133494	Ensembl
ENSG00000096746	HNRNPH3	3189	Ensembl
ENSG00000252626	RNU6-1308P	106480137	Ensembl
ENSG00000261210	CLEC19A	728276	Ensembl
Q14957	GRIN2C	2905	TdgClinicalTrial
ENSG00000226784	PGAM4	441531	Ensembl
ENSG00000263989	RN7SL615P	106479446	Ensembl
IL7R	IL7R	3575	MskImpact
ENSG00000284730			Ensembl
ENSG00000280079			Ensembl
ENSG00000236285	NPM1P8	100130233	Ensembl
CYP2E1	CYP2E1	1571	NCI
ENSG00000214254			Ensembl
ENSG00000272298			Ensembl
ENSG00000120088	CRHR1	1394	Ensembl
401667	OR51A2	401667	dGene
ENSG00000095752	IL11	3589	Ensembl
ENSG00000280429			Ensembl
ENSG00000140057	AK7	122481	Ensembl
ENSG00000276929			Ensembl
ENSG00000238269	PAGE2B	389860	Ensembl
ENSG00000002919	SNX11	29916	Ensembl
ENSG00000236077			Ensembl
ENSG00000168827	GFM1	85476	Ensembl
674			GuideToPharmacologyInteractions
ENSG00000231040	LINC01911	105373669	Ensembl
ENSG00000279927			Ensembl
ENSG00000272139			Ensembl
ENSG00000188013			Ensembl
2106	MLKL	197259	GuideToPharmacologyInteractions
ENSG00000226470	RPS29P33	107987018	Ensembl
EPHX1	EPHX1	2052	NCI
TRIO	TRIO	7204	GO
O75365	PTP4A3	11156	HopkinsGroom
ENSG00000236596			Ensembl
ENSG00000207559	MIR578	693163	Ensembl
ENSG00000226996			Ensembl
ENSG00000142178	SIK1	150094	RussLampel
ENSG00000239223			Ensembl
ENSG00000226648	PLCG1-AS1	101927117	Ensembl
ENSG00000261274	TP53TG3GP	106660619	Ensembl
ENSG00000196074	SYCP2	10388	Ensembl
ENSG00000276202			Ensembl
NR3C1	NR3C1	2908	NCI
ENSG00000182902	SLC25A18	83733	RussLampel
Q14249	ENDOG	2021	HopkinsGroom
ENSG00000277265	RN7SL556P	106481073	Ensembl
ENSG00000206806			Ensembl
APBB2	APBB2	323	GO
CAV1	CAV1	857	GO
ENSG00000124939	SCGB2A1	4246	Ensembl
ENSG00000243894			Ensembl
ENSG00000163947	ARHGEF3	50650	Ensembl
ENSG00000101446	SPINT3	10816	Ensembl
ENSG00000240247	DEFA1B	728358	HingoraniCasas
ENSG00000114395	CYB561D2	11068	Ensembl
ENSG00000258235			Ensembl
ENSG00000265366	GLUD1P2	414212	Ensembl
ENSG00000130529	TRPM4	54795	HingoraniCasas
OR5AK3P	OR5AK3P	81228	GO
SLC25A39	SLC25A39	51629	GO
ENSG00000219159			Ensembl
